mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0005567550659179687,0.00012514794477562474,0.0032110214233398438,0.0003984730732634235,15,5,"{'leaf_size': 15, 'n_neighbors': 5}",0.9,0.9,0.85,0.9666666666666667,0.9,0.9033333333333333,0.03711842908553349,14
0.0004460334777832031,1.2868773942078696e-05,0.003397560119628906,0.0005815568733127,15,7,"{'leaf_size': 15, 'n_neighbors': 7}",0.9,0.8833333333333333,0.8666666666666667,0.95,0.9166666666666666,0.9033333333333333,0.02867441755680873,14
0.000511932373046875,0.00016509782693503613,0.003119373321533203,0.00011927360706940746,15,9,"{'leaf_size': 15, 'n_neighbors': 9}",0.9,0.8833333333333333,0.8333333333333334,0.9,0.9,0.8833333333333334,0.025819888974716106,37
0.0004555225372314453,5.061140701950304e-05,0.0031620025634765624,0.00023181710015549918,15,11,"{'leaf_size': 15, 'n_neighbors': 11}",0.8666666666666667,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9333333333333333,0.8933333333333333,0.037416573867739396,25
0.0004352569580078125,1.7780719916718683e-05,0.0031610965728759766,0.0003418873077632338,15,13,"{'leaf_size': 15, 'n_neighbors': 13}",0.8833333333333333,0.8666666666666667,0.8333333333333334,0.9333333333333333,0.95,0.8933333333333333,0.042946995755750395,25
0.0005060195922851563,0.00011107405500914947,0.0030213356018066405,0.0001873069891582172,15,15,"{'leaf_size': 15, 'n_neighbors': 15}",0.8833333333333333,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8833333333333332,0.0408248290463863,40
0.0004534721374511719,6.694936343246614e-05,0.0033174991607666016,0.0004940740247487247,15,17,"{'leaf_size': 15, 'n_neighbors': 17}",0.85,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8766666666666666,0.04294699575575042,47
0.0004592418670654297,6.295792795280958e-05,0.0032061100006103515,0.00033007085544577234,15,19,"{'leaf_size': 15, 'n_neighbors': 19}",0.85,0.85,0.8333333333333334,0.9,0.95,0.8766666666666666,0.0429469957557504,47
0.00042405128479003904,2.0025798206307656e-05,0.0029164791107177735,0.0003397840211433577,20,1,"{'leaf_size': 20, 'n_neighbors': 1}",0.9666666666666667,0.8833333333333333,0.8666666666666667,0.9666666666666667,0.9333333333333333,0.9233333333333335,0.04163331998932266,2
0.00046062469482421875,4.955758284997894e-05,0.0030969619750976563,0.00022069322890709588,20,3,"{'leaf_size': 20, 'n_neighbors': 3}",0.9,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9166666666666666,0.9100000000000001,0.024944382578492935,7
0.00044193267822265623,2.5488540717289588e-05,0.003082084655761719,0.0003729371856153728,20,5,"{'leaf_size': 20, 'n_neighbors': 5}",0.9,0.9,0.85,0.9666666666666667,0.9,0.9033333333333333,0.03711842908553349,14
0.00043582916259765625,1.8139878254868347e-05,0.0030335426330566407,0.00024129385962598027,20,7,"{'leaf_size': 20, 'n_neighbors': 7}",0.9,0.8833333333333333,0.8666666666666667,0.95,0.9166666666666666,0.9033333333333333,0.02867441755680873,14
0.00046563148498535156,7.771524128956906e-05,0.0030736923217773438,0.0002636621901021595,20,9,"{'leaf_size': 20, 'n_neighbors': 9}",0.9,0.8833333333333333,0.8333333333333334,0.9,0.9,0.8833333333333334,0.025819888974716106,37
0.0004369258880615234,1.8807946972159476e-05,0.0030770301818847656,0.00026101244584949814,20,11,"{'leaf_size': 20, 'n_neighbors': 11}",0.8666666666666667,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9333333333333333,0.8933333333333333,0.037416573867739396,25
0.0005044937133789062,0.0001465499099275348,0.0029479503631591798,0.00010435846748921634,20,13,"{'leaf_size': 20, 'n_neighbors': 13}",0.8833333333333333,0.8666666666666667,0.8333333333333334,0.9333333333333333,0.95,0.8933333333333333,0.042946995755750395,25
0.00042204856872558595,2.0319306455114025e-05,0.0030088424682617188,0.0002119562354909868,20,15,"{'leaf_size': 20, 'n_neighbors': 15}",0.8833333333333333,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8833333333333332,0.0408248290463863,40
0.00045900344848632814,5.311662024907423e-05,0.003085470199584961,0.0003453720904624507,20,17,"{'leaf_size': 20, 'n_neighbors': 17}",0.85,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8766666666666666,0.04294699575575042,47
0.0004801750183105469,5.057779167094162e-05,0.0030964374542236327,0.00021651844348334793,20,19,"{'leaf_size': 20, 'n_neighbors': 19}",0.85,0.85,0.8333333333333334,0.9,0.95,0.8766666666666666,0.0429469957557504,47
0.0004596233367919922,5.959327589329907e-05,0.0029146671295166016,0.0001906172270408742,25,1,"{'leaf_size': 25, 'n_neighbors': 1}",0.9666666666666667,0.8833333333333333,0.8666666666666667,0.9666666666666667,0.9333333333333333,0.9233333333333335,0.04163331998932266,2
0.00043654441833496094,2.101061614691571e-05,0.0029454708099365236,0.00011511538357702885,25,3,"{'leaf_size': 25, 'n_neighbors': 3}",0.9,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9166666666666666,0.9100000000000001,0.024944382578492935,7
0.00041217803955078124,1.4652485089585228e-05,0.0027733802795410155,2.4443009471322533e-05,25,5,"{'leaf_size': 25, 'n_neighbors': 5}",0.9,0.9,0.85,0.9666666666666667,0.9,0.9033333333333333,0.03711842908553349,14
0.00043239593505859373,6.93617957946517e-05,0.0027661800384521486,6.208511357723693e-05,25,7,"{'leaf_size': 25, 'n_neighbors': 7}",0.9,0.8833333333333333,0.8666666666666667,0.95,0.9166666666666666,0.9033333333333333,0.02867441755680873,14
0.00039300918579101565,1.03481353966183e-05,0.0027549266815185547,0.00011456760705590705,25,9,"{'leaf_size': 25, 'n_neighbors': 9}",0.9,0.8833333333333333,0.8333333333333334,0.9,0.9,0.8833333333333334,0.025819888974716106,37
0.00041351318359375,2.5850819610762548e-05,0.0028156757354736326,0.0001437720096817125,25,11,"{'leaf_size': 25, 'n_neighbors': 11}",0.8666666666666667,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9333333333333333,0.8933333333333333,0.037416573867739396,25
0.0003965854644775391,8.828057600340078e-06,0.002797555923461914,0.00018247938158059266,25,13,"{'leaf_size': 25, 'n_neighbors': 13}",0.8833333333333333,0.8666666666666667,0.8333333333333334,0.9333333333333333,0.95,0.8933333333333333,0.042946995755750395,25
0.0003998279571533203,1.1490687243584905e-05,0.0027857303619384767,7.348080721065812e-05,25,15,"{'leaf_size': 25, 'n_neighbors': 15}",0.8833333333333333,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8833333333333332,0.0408248290463863,40
0.00040283203125,1.346387524020745e-05,0.002817201614379883,0.0001194173332623798,25,17,"{'leaf_size': 25, 'n_neighbors': 17}",0.85,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8766666666666666,0.04294699575575042,47
0.0004728794097900391,5.725533694009079e-05,0.002947425842285156,9.800280884522229e-05,25,19,"{'leaf_size': 25, 'n_neighbors': 19}",0.85,0.85,0.8333333333333334,0.9,0.95,0.8766666666666666,0.0429469957557504,47
0.0004271030426025391,1.4194698173289017e-05,0.0027061939239501954,0.00019112919337771548,30,1,"{'leaf_size': 30, 'n_neighbors': 1}",0.9666666666666667,0.9,0.8666666666666667,0.9666666666666667,0.9333333333333333,0.9266666666666667,0.038873012632301994,1
0.0003925323486328125,1.850263354681859e-05,0.002777433395385742,9.036493165392526e-05,30,3,"{'leaf_size': 30, 'n_neighbors': 3}",0.9,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9166666666666666,0.9100000000000001,0.024944382578492935,7
0.0004186153411865234,6.268992463528743e-05,0.0027930736541748047,0.00014896258501333784,30,5,"{'leaf_size': 30, 'n_neighbors': 5}",0.9,0.9,0.85,0.9666666666666667,0.9166666666666666,0.9066666666666666,0.03741657386773942,13
0.00038843154907226564,1.2436585905444637e-05,0.002862977981567383,0.00020013403708908002,30,7,"{'leaf_size': 30, 'n_neighbors': 7}",0.8833333333333333,0.8833333333333333,0.8666666666666667,0.95,0.9,0.8966666666666667,0.028674417556808742,24
0.0004481792449951172,6.880801498807247e-05,0.0027330398559570314,0.00010459348881799504,30,9,"{'leaf_size': 30, 'n_neighbors': 9}",0.9,0.8833333333333333,0.8166666666666667,0.9,0.9,0.8799999999999999,0.032317865716108875,43
0.0004027843475341797,1.9005774470661412e-05,0.002830219268798828,7.467784474109858e-05,30,11,"{'leaf_size': 30, 'n_neighbors': 11}",0.8666666666666667,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9333333333333333,0.8933333333333333,0.037416573867739396,25
0.0004009723663330078,2.4591764058793792e-05,0.0028047084808349608,5.3752133571973275e-05,30,13,"{'leaf_size': 30, 'n_neighbors': 13}",0.8833333333333333,0.8666666666666667,0.8333333333333334,0.9333333333333333,0.95,0.8933333333333333,0.042946995755750395,25
0.00039119720458984374,1.1197452370357102e-05,0.002847909927368164,9.14104418854928e-05,30,15,"{'leaf_size': 30, 'n_neighbors': 15}",0.8833333333333333,0.8666666666666667,0.8,0.9166666666666666,0.9333333333333333,0.8799999999999999,0.04642796092394705,43
0.0003829479217529297,3.1027409524912713e-06,0.002813863754272461,7.216507808259026e-05,30,17,"{'leaf_size': 30, 'n_neighbors': 17}",0.85,0.8666666666666667,0.8166666666666667,0.9166666666666666,0.9333333333333333,0.8766666666666666,0.04294699575575042,47
0.00043931007385253904,5.951313623730271e-05,0.0031455039978027345,0.0002788731233420026,30,19,"{'leaf_size': 30, 'n_neighbors': 19}",0.85,0.85,0.8333333333333334,0.9,0.95,0.8766666666666666,0.0429469957557504,47
